호기,일자,발전총량(MW),발전최대,발전최소,대기시간,가동시간,유량,산소,측정온도,온도,습도,풍속,NOX,가동시간_multi_hot
3,2024-09-28,0.0,0.0,0.0,24.0,0.0,63.2,21.03,23.5,22.71,66.77,2.74,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-09-28,16995320.0,823330.0,648231.0,0.0,24.0,196378.01,5.06,84.34,22.71,66.77,2.74,11.58,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-09-28,17281000.0,816732.0,625330.0,0.0,24.0,197615.92,4.9,89.47,22.71,66.77,2.74,7.97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-09-28,17438000.0,818359.0,624697.0,0.0,24.0,176303.12,4.87,87.13,22.71,66.77,2.74,9.96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-09-29,0.0,0.0,0.0,24.0,0.0,57.01,21.03,23.29,19.2,91.73,0.97,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-09-29,15908995.0,674589.0,648774.0,0.0,24.0,184268.18,5.36,83.04,19.2,91.73,0.97,11.12,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-09-29,16457000.0,721067.0,627805.0,0.0,24.0,188098.12,4.91,87.1,19.2,91.73,0.97,9.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-09-29,16498000.0,723973.0,627197.0,0.0,24.0,166973.76,5.01,86.04,19.2,91.73,0.97,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-09-30,0.0,0.0,0.0,24.0,0.0,50.41,21.03,22.71,19.26,90.05,0.18,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-09-30,18295554.0,857780.0,656421.0,0.0,24.0,212437.9,5.17,85.78,19.26,90.05,0.18,9.86,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-09-30,18609000.0,864959.0,696314.0,0.0,24.0,212034.84,4.74,90.07,19.26,90.05,0.18,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-09-30,18527000.0,867096.0,650104.0,0.0,24.0,187265.86,4.76,87.68,19.26,90.05,0.18,9.97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-01,0.0,0.0,0.0,24.0,0.0,79.61,21.02,20.58,16.1,48.71,2.11,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-01,19063112.0,821947.0,700723.0,0.0,24.0,220980.15,4.84,85.43,16.1,48.71,2.11,10.92,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-01,19208000.0,810329.0,773913.0,0.0,24.0,217427.3,4.75,89.52,16.1,48.71,2.11,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-01,18941000.0,814226.0,725885.0,0.0,24.0,190661.32,4.73,87.14,16.1,48.71,2.11,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-02,0.0,0.0,0.0,24.0,0.0,61.67,21.04,16.65,14.08,41.88,1.71,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-02,17666408.0,814033.0,646527.0,0.0,24.0,200992.46,5.13,80.9,14.08,41.88,1.71,11.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-02,19034000.0,810215.0,733674.0,0.0,24.0,212033.24,4.76,87.8,14.08,41.88,1.71,8.63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-02,18907000.0,810350.0,719866.0,0.0,24.0,187356.36,4.71,85.7,14.08,41.88,1.71,9.74,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-03,0.0,0.0,0.0,24.0,0.0,44.52,21.05,17.06,12.53,89.29,1.28,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-03,17393779.0,819256.0,656135.0,0.0,24.0,199464.26,5.15,81.17,12.53,89.29,1.28,11.63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-03,19056000.0,812747.0,737208.0,0.0,24.0,212246.59,4.79,90.67,12.53,89.29,1.28,8.91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-03,19015000.0,813848.0,724929.0,0.0,24.0,187717.25,4.74,86.82,12.53,89.29,1.28,9.9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-04,0.0,0.0,0.0,24.0,0.0,37.6,21.05,18.19,13.63,79.8,1.43,0.03,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-04,18299748.0,825068.0,679625.0,0.0,24.0,207748.24,4.91,83.48,13.63,79.8,1.43,11.67,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-04,18690000.0,818708.0,628255.0,0.0,24.0,207819.63,4.82,91.91,13.63,79.8,1.43,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-04,18111000.0,822326.0,629973.0,0.0,24.0,178868.19,4.84,86.73,13.63,79.8,1.43,9.69,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-05,0.0,0.0,0.0,24.0,0.0,32.5,21.05,18.68,15.08,73.31,1.85,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-05,19214107.0,813916.0,748597.0,0.0,24.0,215160.01,4.77,83.46,15.08,73.31,1.85,11.74,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-05,19083000.0,803950.0,779061.0,0.0,24.0,212965.16,4.74,92.64,15.08,73.31,1.85,8.71,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-05,19050000.0,808497.0,749256.0,0.0,24.0,187628.12,4.73,87.46,15.08,73.31,1.85,9.92,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-06,0.0,0.0,0.0,24.0,0.0,34.93,21.05,18.13,14.64,89.22,0.21,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-06,19243467.0,820027.0,719996.0,0.0,24.0,219241.98,4.74,82.04,14.64,89.22,0.21,11.44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-06,19222000.0,809273.0,793921.0,0.0,24.0,215077.81,4.71,92.43,14.64,89.22,0.21,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-06,19078000.0,812639.0,738179.0,0.0,24.0,187630.93,4.69,87.1,14.64,89.22,0.21,10.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-07,0.0,0.0,0.0,24.0,0.0,32.65,21.05,18.64,18.19,70.33,1.04,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-07,19541262.0,819149.0,807090.0,0.0,24.0,224386.44,4.74,82.7,18.19,70.33,1.04,11.32,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-07,19197000.0,809466.0,759770.0,0.0,24.0,215085.76,4.75,92.21,18.19,70.33,1.04,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-07,19234000.0,812566.0,737736.0,0.0,24.0,189010.63,4.71,87.45,18.19,70.33,1.04,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-08,0.0,0.0,0.0,24.0,0.0,47.16,21.05,18.73,17.27,80.0,0.15,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-08,19595788.0,866276.0,788807.0,0.0,24.0,222395.63,4.69,82.7,17.27,80.0,0.15,11.57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-08,19298000.0,858158.0,767847.0,0.0,24.0,215525.74,4.78,91.49,17.27,80.0,0.15,8.5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-08,19243000.0,862521.0,741808.0,0.0,24.0,188968.57,4.79,87.28,17.27,80.0,0.15,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-09,0.0,0.0,0.0,24.0,0.0,45.67,21.05,19.06,15.2,81.18,1.34,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-09,19474154.0,821081.0,780391.0,0.0,24.0,220166.72,4.67,83.48,15.2,81.18,1.34,11.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-09,19335000.0,811262.0,798191.0,0.0,24.0,215392.86,4.65,92.67,15.2,81.18,1.34,9.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-09,19371000.0,814988.0,767608.0,0.0,24.0,189967.12,4.7,87.31,15.2,81.18,1.34,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-10,0.0,0.0,0.0,24.0,0.0,60.46,21.03,19.35,18.2,73.9,1.4,2.22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-10,19528679.0,818534.0,803697.0,0.0,24.0,223723.52,4.68,84.64,18.2,73.9,1.4,11.64,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-10,18993000.0,811869.0,693543.0,0.0,24.0,213351.84,4.74,92.28,18.2,73.9,1.4,8.65,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-10,18983000.0,806684.0,691184.0,0.0,24.0,189678.56,4.73,87.23,18.2,73.9,1.4,9.9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-11,0.0,0.0,0.0,24.0,0.0,33.75,21.02,19.37,17.6,69.9,1.8,0.96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-11,19193135.0,821255.0,699787.0,0.0,24.0,218896.07,4.77,85.29,17.6,69.9,1.8,11.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-11,19067000.0,810116.0,704824.0,0.0,24.0,214531.82,4.69,92.79,17.6,69.9,1.8,8.88,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-11,18908000.0,809872.0,713033.0,0.0,24.0,186567.44,4.74,87.54,17.6,69.9,1.8,9.91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-12,0.0,0.0,0.0,24.0,0.0,36.41,21.02,19.24,17.7,75.4,1.9,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-12,17918067.0,827148.0,664244.0,0.0,24.0,204919.8,5.05,85.34,17.7,75.4,1.9,11.11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-12,18287000.0,819627.0,706996.0,0.0,24.0,203611.13,4.76,92.69,17.7,75.4,1.9,8.77,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-12,18334000.0,820819.0,700622.0,0.0,24.0,179111.33,4.85,86.97,17.7,75.4,1.9,9.79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-13,0.0,0.0,0.0,24.0,0.0,48.8,21.02,18.95,18.3,76.8,2.8,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-13,16080961.0,674703.0,659992.0,0.0,24.0,183433.57,5.42,83.09,18.3,76.8,2.8,11.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-13,17014000.0,711398.0,703325.0,0.0,24.0,194186.94,4.92,92.08,18.3,76.8,2.8,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-13,17056000.0,715204.0,673944.0,0.0,24.0,171668.97,5.01,86.52,18.3,76.8,2.8,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-14,0.0,0.0,0.0,24.0,0.0,75.43,21.02,19.8,18.6,81.95,1.83,2.26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-14,18526241.0,820420.0,672629.0,0.0,24.0,210699.15,4.88,85.3,18.6,81.95,1.83,11.53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-14,18714000.0,811096.0,713106.0,0.0,24.0,211168.32,4.76,91.01,18.6,81.95,1.83,8.68,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-14,18803000.0,813376.0,717071.0,0.0,24.0,186723.73,4.82,86.81,18.6,81.95,1.83,8.9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-15,0.0,0.0,0.0,24.0,0.0,50.36,21.02,19.49,18.44,89.26,0.22,2.65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-15,18949866.0,823012.0,680332.0,0.0,24.0,217598.5,4.79,85.51,18.44,89.26,0.22,11.26,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-15,19117000.0,811455.0,774826.0,0.0,24.0,216507.94,4.79,92.3,18.44,89.26,0.22,8.96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-15,18885000.0,815730.0,723266.0,0.0,24.0,188620.31,4.78,88.12,18.44,89.26,0.22,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-16,0.0,0.0,0.0,24.0,0.0,38.56,21.02,18.62,14.13,92.13,1.76,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-16,19281215.0,818313.0,743177.0,0.0,24.0,217915.27,4.72,85.59,14.13,92.13,1.76,11.76,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-16,19167000.0,809759.0,780223.0,0.0,24.0,213742.63,4.78,92.71,14.13,92.13,1.76,8.72,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-16,19143000.0,812040.0,749628.0,0.0,24.0,188143.63,4.73,87.18,14.13,92.13,1.76,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-17,0.0,0.0,0.0,24.0,0.0,33.39,21.02,18.82,19.28,69.19,2.96,0.09,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-17,18752733.0,817155.0,648370.0,0.0,24.0,211885.22,4.79,85.14,19.28,69.19,2.96,10.94,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-17,18669000.0,805773.0,664629.0,0.0,24.0,210189.37,4.66,93.3,19.28,69.19,2.96,8.41,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-17,18600000.0,810798.0,630768.0,0.0,24.0,185034.17,4.69,87.32,19.28,69.19,2.96,9.78,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-18,0.0,0.0,0.0,24.0,0.0,74.89,21.02,18.25,17.29,90.54,1.94,0.14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-18,19365102.0,821549.0,734791.0,0.0,24.0,219624.11,4.73,84.1,17.29,90.54,1.94,11.9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-18,19250000.0,813090.0,769529.0,0.0,24.0,217557.35,4.64,93.22,17.29,90.54,1.94,8.51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-18,19241000.0,817431.0,741511.0,0.0,24.0,192467.56,4.67,86.4,17.29,90.54,1.94,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-19,0.0,0.0,0.0,24.0,0.0,79.99,21.02,17.14,13.99,60.19,3.22,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-19,20124271.0,857945.0,813212.0,0.0,24.0,229539.05,4.72,85.56,13.99,60.19,3.22,11.67,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-19,19563000.0,856342.0,787438.0,0.0,24.0,219511.56,4.7,93.5,13.99,60.19,3.22,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-19,20366000.0,872139.0,809074.0,0.0,24.0,200794.19,4.61,86.58,13.99,60.19,3.22,9.95,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-20,0.0,0.0,0.0,24.0,0.0,101.13,21.02,14.23,12.21,62.0,2.36,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-20,16584280.0,798402.0,660670.0,0.0,24.0,188674.91,5.17,81.48,12.21,62.0,2.36,11.87,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-20,17571000.0,803037.0,702606.0,0.0,24.0,196578.9,4.78,87.11,12.21,62.0,2.36,8.73,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-20,17245000.0,783424.0,678603.0,0.0,24.0,171580.45,4.82,82.4,12.21,62.0,2.36,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-21,0.0,0.0,0.0,24.0,0.0,47.91,21.02,14.16,15.78,81.94,0.37,0.01,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-21,17662212.0,819429.0,654546.0,0.0,24.0,199853.0,4.97,82.84,15.78,81.94,0.37,11.44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-21,17898000.0,857528.0,647729.0,0.0,24.0,200416.6,4.7,87.63,15.78,81.94,0.37,8.14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-21,19055000.0,874197.0,648867.0,0.0,24.0,188997.7,4.64,85.03,15.78,81.94,0.37,9.93,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-22,0.0,0.0,0.0,24.0,0.0,62.82,21.01,16.0,16.0,76.93,4.48,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-22,19218301.0,841271.0,705187.0,0.0,24.0,217093.5,4.79,84.33,16.0,76.93,4.48,10.7,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2024-10-22,19395000.0,844439.0,791636.0,0.0,24.0,221674.49,4.62,93.75,16.0,76.93,4.48,7.67,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2024-10-22,19699000.0,875938.0,724572.0,0.0,24.0,198823.59,4.59,89.35,16.0,76.93,4.48,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2024-10-23,0.0,0.0,0.0,24.0,0.0,91.23,21.02,14.52,11.55,71.44,0.75,0.09,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2024-10-23,18756928.0,821448.0,681903.0,0.0,24.0,211509.21,4.97,84.57,11.55,71.44,0.75,11.42,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
