호기,일자,발전총량(MW),발전최대,발전최소,대기시간,가동시간,유량,산소,측정온도,온도,습도,풍속,NOX,가동시간_multi_hot
6,2023-07-12,19917000.0,863974.0,776546.0,0.0,24.0,206780.53,4.95,92.81,23.8,94.03,0.28,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-13,18930990.0,851326.0,678423.0,0.0,24.0,226500.13,4.66,86.2,24.16,97.06,5.54,11.95,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-13,12180260.0,845019.0,342979.0,0.0,24.0,149743.93,6.39,80.84,24.16,97.06,5.54,9.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-13,19164000.0,853378.0,719265.0,0.0,24.0,221914.61,4.81,96.71,24.16,97.06,5.54,10.25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-13,19247000.0,858142.0,721827.0,0.0,24.0,200794.63,5.01,91.82,24.16,97.06,5.54,10.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-14,19310574.0,851098.0,677540.0,0.0,24.0,232760.63,4.65,85.37,23.2,99.0,2.91,12.24,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-14,19069401.0,846304.0,682539.0,0.0,24.0,228489.24,4.61,83.62,23.2,99.0,2.91,10.61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-14,19420000.0,861930.0,717183.0,0.0,24.0,225756.55,4.81,95.35,23.2,99.0,2.91,10.32,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-14,19552000.0,868080.0,721288.0,0.0,24.0,206222.22,5.0,91.73,23.2,99.0,2.91,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-15,17368613.0,834499.0,678625.0,0.0,24.0,208092.06,4.89,84.48,23.31,86.43,1.88,11.63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-15,17068720.0,824850.0,682524.0,0.0,24.0,203888.51,4.86,82.15,23.31,86.43,1.88,10.44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-15,18807000.0,865000.0,721200.0,0.0,24.0,217810.59,4.87,94.98,23.31,86.43,1.88,10.3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-15,18601000.0,862789.0,721885.0,0.0,24.0,195286.41,5.07,90.61,23.31,86.43,1.88,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-16,16749953.0,815506.0,676173.0,0.0,24.0,199132.0,4.97,85.13,23.55,90.08,0.99,11.93,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-16,16651387.0,757819.0,681139.0,0.0,24.0,197734.4,4.86,83.66,23.55,90.08,0.99,10.56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-16,18115000.0,863738.0,717298.0,0.0,24.0,209399.08,4.93,94.86,23.55,90.08,0.99,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-16,18007000.0,859468.0,719758.0,0.0,24.0,188223.25,5.11,90.69,23.55,90.08,0.99,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-17,16919822.0,812554.0,678522.0,0.0,24.0,201024.01,5.04,84.43,23.25,94.74,0.94,11.9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-17,16829644.0,803125.0,682592.0,0.0,24.0,199062.06,4.89,82.51,23.25,94.74,0.94,11.24,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-17,18162000.0,801361.0,720599.0,0.0,24.0,207771.06,4.88,93.85,23.25,94.74,0.94,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-17,18056000.0,843948.0,722249.0,0.0,24.0,186795.66,5.09,89.31,23.25,94.74,0.94,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-18,18461229.0,852847.0,676830.0,0.0,24.0,219840.8,4.78,85.62,23.33,95.02,1.29,12.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-18,18339595.0,850972.0,682797.0,0.0,24.0,216855.98,4.66,83.33,23.33,95.02,1.29,10.31,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-18,19267000.0,864710.0,720618.0,0.0,24.0,222044.91,4.73,96.43,23.33,95.02,1.29,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-18,19334000.0,866624.0,718888.0,0.0,24.0,202100.17,4.98,91.74,23.33,95.02,1.29,9.94,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-19,18238931.0,855539.0,677562.0,0.0,24.0,216209.61,4.8,85.57,22.28,93.09,0.88,11.35,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-19,18241028.0,852745.0,682128.0,0.0,24.0,215576.97,4.62,83.5,22.28,93.09,0.88,11.07,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-19,18921000.0,864459.0,716816.0,0.0,24.0,220467.63,4.73,95.81,22.28,93.09,0.88,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-19,18868000.0,862586.0,719011.0,0.0,24.0,200388.92,4.96,92.43,22.28,93.09,0.88,9.94,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-20,19061014.0,852274.0,679951.0,0.0,24.0,225699.65,4.68,85.56,21.64,93.89,0.29,12.11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-20,18939380.0,853469.0,685138.0,0.0,24.0,222779.16,4.58,83.45,21.64,93.89,0.29,10.39,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-20,19389000.0,861366.0,716888.0,0.0,24.0,226466.02,4.67,95.74,21.64,93.89,0.29,10.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-20,17880000.0,870656.0,215138.0,0.0,24.0,190415.59,5.5,91.57,21.64,93.89,0.29,9.42,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-21,19058918.0,851570.0,679580.0,0.0,24.0,224578.96,4.67,86.03,23.44,89.9,1.02,12.1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-21,18849202.0,855874.0,684552.0,0.0,24.0,220509.86,4.56,82.97,23.44,89.9,1.02,10.87,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-21,19283000.0,865434.0,721154.0,0.0,24.0,224343.4,4.67,96.62,23.44,89.9,1.02,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-21,0.0,0.0,0.0,24.0,0.0,2263.22,20.56,45.59,23.44,89.9,1.02,0.01,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,2023-07-22,19241369.0,855183.0,677613.0,0.0,24.0,227621.36,4.64,85.88,23.8,91.77,4.76,12.18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-22,19061014.0,860773.0,681433.0,0.0,24.0,224078.46,4.47,83.58,23.8,91.77,4.76,10.6,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-22,19555000.0,862460.0,718589.0,0.0,24.0,227832.05,4.66,96.33,23.8,91.77,4.76,10.01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-22,0.0,0.0,0.0,24.0,0.0,401.09,20.6,37.2,23.8,91.77,4.76,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,2023-07-23,17899193.0,847993.0,676502.0,0.0,24.0,213454.31,4.82,85.63,24.0,94.77,1.2,11.56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-23,17530094.0,817607.0,680566.0,0.0,24.0,207778.58,4.69,82.58,24.0,94.77,1.2,11.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-23,18845000.0,859239.0,718523.0,0.0,24.0,222126.57,4.7,95.77,24.0,94.77,1.2,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-23,0.0,0.0,0.0,24.0,0.0,7476.65,19.65,39.43,24.0,94.77,1.2,8.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,2023-07-24,12111052.0,752916.0,253470.0,0.0,24.0,147145.46,6.83,81.77,24.32,92.09,0.19,11.4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-24,18140365.0,852482.0,680265.0,0.0,24.0,214191.15,4.66,83.29,24.32,92.09,0.19,10.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-24,18866000.0,859785.0,720409.0,0.0,24.0,221168.19,4.69,96.23,24.32,92.09,0.19,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-24,16084000.0,866862.0,2725.0,0.0,24.0,175392.42,6.65,84.08,24.32,92.09,0.19,21.64,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-25,6228542.0,264137.0,168899.0,0.0,24.0,81644.5,10.16,75.81,25.31,86.38,0.65,8.69,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-25,19639828.0,856457.0,685773.0,0.0,24.0,229890.9,4.49,84.82,25.31,86.38,0.65,10.16,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-25,19703000.0,865029.0,725527.0,0.0,24.0,227347.01,4.7,96.62,25.31,86.38,0.65,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-25,19728000.0,867976.0,728607.0,0.0,24.0,207270.32,4.99,90.99,25.31,86.38,0.65,10.09,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-26,0.0,0.0,0.0,24.0,0.0,2441.29,20.59,56.98,24.12,98.0,1.22,1.36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-07-26,19379782.0,858045.0,681203.0,0.0,24.0,229095.2,4.43,85.08,24.12,98.0,1.22,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-26,19479000.0,863495.0,718145.0,0.0,24.0,224041.7,4.83,96.93,24.12,98.0,1.22,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-26,19497000.0,864293.0,717436.0,0.0,24.0,203275.3,5.13,92.01,24.12,98.0,1.22,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-27,0.0,0.0,0.0,24.0,0.0,1202.24,20.68,38.77,24.28,94.75,1.15,1.41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-07-27,19730006.0,858797.0,684812.0,0.0,24.0,233441.04,4.33,85.47,24.28,94.75,1.15,10.38,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-27,19883000.0,865698.0,719462.0,0.0,24.0,226978.04,4.73,96.9,24.28,94.75,1.15,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-27,19789000.0,867956.0,723796.0,0.0,24.0,204611.02,5.09,91.85,24.28,94.75,1.15,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-28,0.0,0.0,0.0,24.0,0.0,551.32,20.67,38.02,24.66,92.02,1.26,2.14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-07-28,19029557.0,857068.0,682151.0,0.0,24.0,225238.51,4.44,85.27,24.66,92.02,1.26,9.93,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-28,19207000.0,860489.0,718324.0,0.0,24.0,221329.24,4.74,97.5,24.66,92.02,1.26,10.12,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-28,19179000.0,863663.0,721989.0,0.0,24.0,199343.47,5.08,90.95,24.66,92.02,1.26,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-29,0.0,0.0,0.0,24.0,0.0,148.99,20.67,42.84,25.08,84.27,1.28,1.86,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,2023-07-29,18660458.0,850350.0,681853.0,0.0,24.0,220812.16,4.5,84.78,25.08,84.27,1.28,9.82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-29,19592000.0,860312.0,719445.0,0.0,24.0,224606.9,4.66,97.63,25.08,84.27,1.28,10.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-29,19290000.0,864320.0,720021.0,0.0,24.0,201191.38,4.95,91.83,25.08,84.27,1.28,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-30,8369734.0,840723.0,0.0,11.0,13.0,108445.11,12.04,66.28,24.76,81.9,0.95,14.18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-30,18259903.0,857875.0,681193.0,0.0,24.0,217113.6,4.59,84.48,24.76,81.9,0.95,9.83,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-30,19290000.0,865240.0,718015.0,0.0,24.0,220619.86,4.7,97.24,24.76,81.9,0.95,10.2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-30,19672000.0,868431.0,760906.0,0.0,24.0,205432.32,4.92,92.47,24.76,81.9,0.95,10.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-07-31,18991806.0,848635.0,679509.0,0.0,24.0,224394.09,4.79,86.85,24.35,91.03,1.19,12.1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-07-31,19050526.0,853904.0,686513.0,0.0,24.0,222846.64,4.52,84.92,24.35,91.03,1.19,9.99,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-07-31,19310000.0,864712.0,719527.0,0.0,24.0,222473.22,4.74,97.16,24.35,91.03,1.19,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-07-31,19274000.0,864877.0,722340.0,0.0,24.0,201469.91,4.92,92.16,24.35,91.03,1.19,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-08-01,19409144.0,821499.0,730689.0,0.0,24.0,230179.34,4.64,87.09,24.68,92.38,1.34,12.22,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-08-01,19438505.0,820221.0,745683.0,0.0,24.0,230044.73,4.44,84.04,24.68,92.38,1.34,10.43,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-08-01,19319000.0,814520.0,767295.0,0.0,24.0,221020.93,4.65,97.01,24.68,92.38,1.34,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-08-01,19376000.0,815985.0,754394.0,0.0,24.0,202320.24,4.89,92.06,24.68,92.38,1.34,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-08-02,19610468.0,850113.0,809264.0,0.0,24.0,231829.28,4.61,87.09,23.56,91.53,0.2,12.25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-08-02,19679674.0,858889.0,811595.0,0.0,24.0,231797.09,4.56,82.83,23.56,91.53,0.2,10.34,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-08-02,19353000.0,816405.0,798625.0,0.0,24.0,222229.13,4.68,97.33,23.56,91.53,0.2,10.25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-08-02,19424000.0,830196.0,800414.0,0.0,24.0,204152.2,4.79,92.06,23.56,91.53,0.2,10.05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-08-03,19509805.0,854969.0,736286.0,0.0,24.0,231986.67,4.63,86.28,23.62,85.08,1.12,11.96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-08-03,19570622.0,859795.0,730431.0,0.0,24.0,230773.48,4.62,83.55,23.62,85.08,1.12,9.94,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-08-03,19267000.0,814100.0,767380.0,0.0,24.0,222711.98,4.6,97.33,23.62,85.08,1.12,10.51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-08-03,19407000.0,827976.0,774832.0,0.0,24.0,204837.39,4.74,92.36,23.62,85.08,1.12,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-08-04,19589497.0,821935.0,812371.0,0.0,24.0,231597.93,4.56,87.68,23.44,87.98,0.77,11.91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-08-04,19639829.0,824482.0,812512.0,0.0,24.0,230521.56,4.53,84.09,23.44,87.98,0.77,10.38,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-08-04,19400000.0,815879.0,801794.0,0.0,24.0,224170.32,4.6,97.77,23.44,87.98,0.77,10.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-08-04,19450000.0,816770.0,805124.0,0.0,24.0,206314.41,4.74,92.7,23.44,87.98,0.77,10.02,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-08-05,19509806.0,823172.0,755180.0,0.0,24.0,229916.83,4.55,88.32,24.71,95.38,1.39,12.23,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-08-05,19671290.0,824504.0,798142.0,0.0,24.0,230342.18,4.48,84.07,24.71,95.38,1.39,10.15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-08-05,19377000.0,811763.0,794122.0,0.0,24.0,224644.98,4.58,97.88,24.71,95.38,1.39,10.47,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-08-05,19417000.0,813184.0,796160.0,0.0,24.0,206553.71,4.79,92.37,24.71,95.38,1.39,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,2023-08-06,19660799.0,852350.0,792608.0,0.0,24.0,233466.16,4.5,88.51,26.35,89.99,1.24,12.17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,2023-08-06,19738390.0,856388.0,813571.0,0.0,24.0,234058.48,4.46,83.95,26.35,89.99,1.24,10.32,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,2023-08-06,19231000.0,816035.0,720971.0,0.0,24.0,224149.5,4.63,97.61,26.35,89.99,1.24,10.03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,2023-08-06,19359000.0,816194.0,758220.0,0.0,24.0,206564.4,4.77,92.4,26.35,89.99,1.24,10.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
