id,msrddt,areanm,factmanagenm,itemcode,itemname,measuredvalue,stackcode
9,2025-05-16 08:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,14.08,
5,2025-05-16 08:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.57,
1,2025-05-16 08:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,27.33,
39,2025-05-16 09:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,7.2,2
35,2025-05-16 09:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.74,3
36,2025-05-16 09:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.85,4
37,2025-05-16 09:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.14,5
38,2025-05-16 09:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.9,6
31,2025-05-16 09:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,17.07,7
34,2025-05-16 09:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.72,8
53,2025-05-16 09:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,19.33,4
46,2025-05-16 09:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,2.82,2
42,2025-05-16 09:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.25,3
43,2025-05-16 09:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.57,4
44,2025-05-16 09:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.4,5
45,2025-05-16 09:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.83,6
40,2025-05-16 09:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.49,7
41,2025-05-16 09:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.71,8
47,2025-05-16 09:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,11
48,2025-05-16 09:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,12
49,2025-05-16 09:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,28.17,5
50,2025-05-16 09:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,28.72,6
51,2025-05-16 09:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,34.15,7
52,2025-05-16 09:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,33.17,8
67,2025-05-16 10:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,20.65,4
60,2025-05-16 10:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,4.83,2
56,2025-05-16 10:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.94,3
57,2025-05-16 10:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.31,4
58,2025-05-16 10:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.13,5
59,2025-05-16 10:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.05,6
54,2025-05-16 10:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.21,7
55,2025-05-16 10:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.13,8
61,2025-05-16 10:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.14,11
62,2025-05-16 10:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.23,12
63,2025-05-16 10:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,25.33,5
64,2025-05-16 10:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,26.63,6
65,2025-05-16 10:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,33.01,7
66,2025-05-16 10:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.96,8
81,2025-05-16 10:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,17.33,4
74,2025-05-16 10:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,3.11,2
70,2025-05-16 10:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.13,3
71,2025-05-16 10:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.7,4
72,2025-05-16 10:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.32,5
73,2025-05-16 10:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.1,6
68,2025-05-16 10:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.09,7
69,2025-05-16 10:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.19,8
75,2025-05-16 10:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.13,11
76,2025-05-16 10:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.24,12
77,2025-05-16 10:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.09,5
78,2025-05-16 10:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.86,6
79,2025-05-16 10:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,32.8,7
80,2025-05-16 10:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.51,8
95,2025-05-16 11:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,17.94,4
88,2025-05-16 11:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,0.84,2
84,2025-05-16 11:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.94,3
85,2025-05-16 11:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.52,4
86,2025-05-16 11:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,8.71,5
87,2025-05-16 11:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.04,6
82,2025-05-16 11:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.09,7
83,2025-05-16 11:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.16,8
89,2025-05-16 11:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,1.84,11
90,2025-05-16 11:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,1.74,12
91,2025-05-16 11:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,25.99,5
92,2025-05-16 11:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,26.75,6
93,2025-05-16 11:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,32.19,7
94,2025-05-16 11:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.18,8
102,2025-05-16 11:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,2.09,2
98,2025-05-16 11:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.02,3
99,2025-05-16 11:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.59,4
100,2025-05-16 11:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.17,5
101,2025-05-16 11:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.28,6
96,2025-05-16 11:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.2,7
97,2025-05-16 11:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.17,8
103,2025-05-16 11:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,4.92,11
104,2025-05-16 11:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,4.39,12
105,2025-05-16 11:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.89,5
106,2025-05-16 11:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.85,6
107,2025-05-16 11:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,32.26,7
108,2025-05-16 11:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.29,8
129,2025-05-16 12:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,17.21,4
128,2025-05-16 12:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,5.4,2
124,2025-05-16 12:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.91,3
125,2025-05-16 12:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.96,4
126,2025-05-16 12:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.2,5
127,2025-05-16 12:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.28,6
122,2025-05-16 12:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.98,7
123,2025-05-16 12:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.91,8
143,2025-05-16 12:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,17.68,4
136,2025-05-16 12:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,12.7,2
132,2025-05-16 12:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.18,3
133,2025-05-16 12:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.08,4
134,2025-05-16 12:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.18,5
135,2025-05-16 12:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.09,6
130,2025-05-16 12:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.96,7
131,2025-05-16 12:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.72,8
137,2025-05-16 12:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.02,11
138,2025-05-16 12:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.09,12
139,2025-05-16 12:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.65,5
140,2025-05-16 12:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.21,6
141,2025-05-16 12:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.93,7
142,2025-05-16 12:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.92,8
157,2025-05-16 13:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,17.33,4
150,2025-05-16 13:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,3.59,2
146,2025-05-16 13:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.79,3
147,2025-05-16 13:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.0,4
148,2025-05-16 13:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.16,5
149,2025-05-16 13:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.42,6
144,2025-05-16 13:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.94,7
145,2025-05-16 13:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.04,8
151,2025-05-16 13:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.31,11
152,2025-05-16 13:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.46,12
153,2025-05-16 13:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.45,5
154,2025-05-16 13:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.97,6
155,2025-05-16 13:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.44,7
156,2025-05-16 13:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.53,8
172,2025-05-16 13:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,18.06,4
165,2025-05-16 13:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,6.34,2
161,2025-05-16 13:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.13,3
162,2025-05-16 13:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.03,4
163,2025-05-16 13:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.23,5
164,2025-05-16 13:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.16,6
158,2025-05-16 13:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,38.91,1
159,2025-05-16 13:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.78,7
160,2025-05-16 13:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.78,8
166,2025-05-16 13:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.61,11
167,2025-05-16 13:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.72,12
168,2025-05-16 13:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.56,5
169,2025-05-16 13:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.26,6
170,2025-05-16 13:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,32.43,7
171,2025-05-16 13:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.93,8
188,2025-05-16 14:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,18.14,4
181,2025-05-16 14:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,8.51,2
177,2025-05-16 14:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.76,3
178,2025-05-16 14:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.91,4
179,2025-05-16 14:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,8.99,5
180,2025-05-16 14:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.04,6
173,2025-05-16 14:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.65,1
174,2025-05-16 14:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,21.87,3
175,2025-05-16 14:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.74,7
176,2025-05-16 14:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.07,8
182,2025-05-16 14:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,3.24,11
183,2025-05-16 14:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,3.02,12
184,2025-05-16 14:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.39,5
185,2025-05-16 14:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.9,6
186,2025-05-16 14:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,38.22,7
187,2025-05-16 14:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,37.71,8
204,2025-05-16 14:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,16.73,4
197,2025-05-16 14:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,9.26,2
193,2025-05-16 14:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.77,3
194,2025-05-16 14:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.01,4
195,2025-05-16 14:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,8.83,5
196,2025-05-16 14:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.23,6
189,2025-05-16 14:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.31,1
190,2025-05-16 14:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,11.07,3
191,2025-05-16 14:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.63,7
192,2025-05-16 14:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.89,8
198,2025-05-16 14:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,11
199,2025-05-16 14:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,12
200,2025-05-16 14:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.18,5
201,2025-05-16 14:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.63,6
202,2025-05-16 14:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.93,7
203,2025-05-16 14:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.01,8
221,2025-05-16 15:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,18.77,4
214,2025-05-16 15:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,10.76,2
210,2025-05-16 15:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.9,3
211,2025-05-16 15:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.86,4
212,2025-05-16 15:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.14,5
213,2025-05-16 15:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.94,6
205,2025-05-16 15:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,3.18,1
206,2025-05-16 15:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,37.95,2
207,2025-05-16 15:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,8.0,3
208,2025-05-16 15:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.61,7
209,2025-05-16 15:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.82,8
215,2025-05-16 15:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,11
216,2025-05-16 15:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,12
217,2025-05-16 15:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.31,5
218,2025-05-16 15:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.27,6
219,2025-05-16 15:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,32.64,7
220,2025-05-16 15:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.86,8
238,2025-05-16 15:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,16.17,4
231,2025-05-16 15:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,10.84,2
227,2025-05-16 15:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.67,3
228,2025-05-16 15:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.95,4
229,2025-05-16 15:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.21,5
230,2025-05-16 15:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.78,6
222,2025-05-16 15:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,2.94,1
223,2025-05-16 15:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,3.95,2
224,2025-05-16 15:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,8.22,3
225,2025-05-16 15:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.16,7
226,2025-05-16 15:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.68,8
232,2025-05-16 15:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.1,11
233,2025-05-16 15:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.33,12
234,2025-05-16 15:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.77,5
235,2025-05-16 15:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.25,6
236,2025-05-16 15:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,31.86,7
237,2025-05-16 15:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.12,8
256,2025-05-16 16:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,9.88,4
249,2025-05-16 16:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,13.21,2
245,2025-05-16 16:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.53,3
246,2025-05-16 16:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.24,4
247,2025-05-16 16:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,8.68,5
248,2025-05-16 16:00:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.85,6
239,2025-05-16 16:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,2.99,1
240,2025-05-16 16:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,3.33,2
241,2025-05-16 16:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,8.0,3
242,2025-05-16 16:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,37.7,4
243,2025-05-16 16:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.62,7
244,2025-05-16 16:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.34,8
250,2025-05-16 16:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.17,11
251,2025-05-16 16:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.41,12
252,2025-05-16 16:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.66,5
253,2025-05-16 16:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.72,6
254,2025-05-16 16:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.9,7
255,2025-05-16 16:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.53,8
274,2025-05-16 16:30:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,20.38,4
267,2025-05-16 16:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,19.31,2
263,2025-05-16 16:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,12.84,3
264,2025-05-16 16:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.7,4
265,2025-05-16 16:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,8.98,5
266,2025-05-16 16:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.94,6
257,2025-05-16 16:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,2.95,1
258,2025-05-16 16:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,2.66,2
259,2025-05-16 16:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.99,3
260,2025-05-16 16:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.1,4
261,2025-05-16 16:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.54,7
262,2025-05-16 16:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.92,8
268,2025-05-16 16:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.12,11
269,2025-05-16 16:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.36,12
270,2025-05-16 16:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,29.08,5
271,2025-05-16 16:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,28.67,6
272,2025-05-16 16:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,32.03,7
273,2025-05-16 16:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,30.04,8
289,2025-05-16 17:00:00,전라남도,한국남동발전㈜ 여수발전본부,NOX,질소산화물,18.1,4
282,2025-05-16 17:00:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,15.36,2
275,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,2.75,1
276,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,2.21,2
277,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.6,3
278,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.82,4
279,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,16.41,5
280,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.3,7
281,2025-05-16 17:00:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.81,8
283,2025-05-16 17:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,11
284,2025-05-16 17:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.15,12
285,2025-05-16 17:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,20.53,5
286,2025-05-16 17:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,22.88,6
287,2025-05-16 17:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,23.02,7
288,2025-05-16 17:00:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,22.25,8
300,2025-05-16 17:30:00,강원도,한국남동발전㈜ 영동에코발전본부,NOX,질소산화물,11.36,2
296,2025-05-16 17:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.06,3
297,2025-05-16 17:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,11.92,4
298,2025-05-16 17:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,9.28,5
299,2025-05-16 17:30:00,인천광역시,한국남동발전㈜ 영흥발전본부,NOX,질소산화물,10.29,6
290,2025-05-16 17:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,4.05,1
291,2025-05-16 17:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,7.02,2
292,2025-05-16 17:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.17,3
293,2025-05-16 17:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,24.49,5
294,2025-05-16 17:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,5.09,7
295,2025-05-16 17:30:00,경기도,한국남동발전㈜분당발전본부,NOX,질소산화물,6.71,8
301,2025-05-16 17:30:00,경상남도,한국남동발전㈜삼천포발전본부,NOX,질소산화물,0.0,11
